,Chave do item,ID do item,Chave do projeto,Prioridade,Solicitante,Responsável,Campo personalizado (Enviado para N2),Criado,Atualizado,Campo personalizado (Ambiente),Campo personalizado (Categoria),Campo personalizado (Client ID)
169,PLAT-41502,41502,PLAT,Low,Agent41,Analist9,27/06/24 3:46 PM,26/06/24 9:15 AM,27/06/24 4:15 PM,Product 4,Category5,2204
170,PLAT-92307,92307,PLAT,Low,Agent14,Analist1,27/06/24 11:04 AM,26/06/24 8:42 AM,28/06/24 8:55 AM,Product 4,Category40,808
171,ROUT-72976,72976,ROUT,Medium,Agent22,Analist3,26/06/24 8:29 AM,26/06/24 8:29 AM,27/06/24 4:42 PM,Product 4,Category0,316
172,CONN-2742,2742,CONN,Medium,Agent43,Analist22,26/06/24 8:14 AM,26/06/24 8:14 AM,26/06/24 10:41 AM,Product 4,Category51,478
173,ROUT-49925,49925,ROUT,Low,Agent44,Analist6,26/06/24 7:43 AM,26/06/24 7:43 AM,26/06/24 9:14 AM,Product 4,Category4,2224
174,CONN-4849,4849,CONN,Medium,Agent45,Analist15,26/06/24 6:45 AM,26/06/24 6:45 AM,28/06/24 9:15 AM,Product 4,Category23,3
175,ROUT-85426,85426,ROUT,Low,Agent32,Analist18,26/06/24 5:20 AM,26/06/24 5:20 AM,27/06/24 4:37 PM,Product 4,Category16,516
176,PLAT-29651,29651,PLAT,Low,Agent33,Analist2,28/06/24 1:12 AM,26/06/24 4:50 AM,28/06/24 8:41 AM,Product 4,Category5,163
177,PLAT-75630,75630,PLAT,Low,Agent33,Analist2,26/06/24 11:55 AM,26/06/24 4:37 AM,28/06/24 1:08 AM,Product 4,Category5,2112
178,PLAT-05309,05309,PLAT,Medium,Agent45,Analist3,26/06/24 3:20 AM,26/06/24 3:20 AM,26/06/24 9:25 AM,Product 4,Category27,829
179,DATA-33690,33690,DATA,Low,Agent32,Analist3,26/06/24 1:53 AM,26/06/24 1:53 AM,27/06/24 11:30 PM,Product 4,Category22,131
180,PLAT-63585,63585,PLAT,Low,Agent33,Analist25,26/06/24 1:25 AM,26/06/24 1:25 AM,26/06/24 11:09 AM,Product 4,Category1,48
181,PLAT-80914,80914,PLAT,Low,Agent44,Analist14,26/06/24 1:17 AM,26/06/24 1:17 AM,27/06/24 2:50 PM,Product 4,Category44,2278
182,ROUT-85471,85471,ROUT,High,Agent32,Analist1,26/06/24 1:04 AM,26/06/24 1:04 AM,28/06/24 9:48 AM,Product 4,Category0,675
183,PLAT-99244,99244,PLAT,Low,Agent33,Analist9,26/06/24 1:03 AM,26/06/24 1:03 AM,26/06/24 1:17 AM,Product 4,Category40,421
184,PLAT-85961,85961,PLAT,Low,Agent17,Analist3,25/06/24 11:16 PM,25/06/24 11:16 PM,26/06/24 5:02 AM,Product 4,Category17,2102
185,SITE-68463,68463,SITE,Lowest,Agent3,Analist10,25/06/24 10:39 PM,25/06/24 10:39 PM,26/06/24 3:41 PM,Product 4,Category9,972
186,PLAT-80064,80064,PLAT,Medium,Agent0,Analist26,26/06/24 12:10 PM,25/06/24 10:05 PM,27/06/24 9:40 AM,Product 4,Category18,728
187,SITE-80302,80302,SITE,Low,Agent3,Analist10,25/06/24 9:16 PM,25/06/24 9:16 PM,26/06/24 7:36 PM,Product 4,Category33,1655
188,SITE-12529,12529,SITE,Low,Agent6,Analist3,25/06/24 9:09 PM,25/06/24 9:09 PM,26/06/24 11:09 AM,Product 4,Category34,1684
189,PLAT-67435,67435,PLAT,Low,Agent2,Analist8,25/06/24 7:24 PM,25/06/24 7:24 PM,27/06/24 8:50 AM,Product 4,Category0,1995
190,PLAT-01149,01149,PLAT,Low,Agent4,Analist11,25/06/24 7:01 PM,25/06/24 7:01 PM,26/06/24 3:58 PM,Product 4,Category3,1029
191,PLAT-33687,33687,PLAT,Low,Agent5,Analist11,26/06/24 9:40 AM,25/06/24 7:00 PM,28/06/24 8:46 AM,Product 4,Category40,1222
192,PLAT-60564,60564,PLAT,Low,Agent5,Analist12,27/06/24 9:37 AM,25/06/24 6:38 PM,27/06/24 9:39 AM,Product 4,Category7,1983
193,PLAT-29401,29401,PLAT,Low,Agent4,Analist3,25/06/24 6:38 PM,25/06/24 6:38 PM,27/06/24 8:58 AM,Product 4,Category28,14
194,PLAT-36721,36721,PLAT,Low,Agent5,Analist3,25/06/24 6:28 PM,25/06/24 6:27 PM,28/06/24 8:59 AM,Product 4,Category13,2327
195,PLAT-73850,73850,PLAT,Low,Agent4,Analist8,25/06/24 6:23 PM,25/06/24 6:23 PM,26/06/24 3:25 PM,Product 4,Category5,1415
196,ROUT-16698,16698,ROUT,Medium,Agent17,Analist3,25/06/24 6:04 PM,25/06/24 6:04 PM,28/06/24 9:44 AM,Product 4,Category9,2218
197,PLAT-24013,24013,PLAT,Low,Agent46,Analist12,25/06/24 6:02 PM,25/06/24 6:02 PM,27/06/24 11:41 AM,Product 4,Category52,1480
198,PLAT-36642,36642,PLAT,Low,Agent38,Analist9,26/06/24 4:28 PM,25/06/24 6:00 PM,26/06/24 5:46 PM,Product 4,Category18,2317
199,SITE-83779,83779,SITE,Low,Agent37,Analist10,25/06/24 5:55 PM,25/06/24 5:55 PM,26/06/24 2:28 PM,Product 4,Category20,85
200,ROUT-22093,22093,ROUT,Low,Agent36,Analist5,25/06/24 5:51 PM,25/06/24 5:51 PM,26/06/24 3:31 PM,Product 4,Category9,543
201,PLAT-47916,47916,PLAT,Low,Agent17,Analist1,25/06/24 5:42 PM,25/06/24 5:42 PM,28/06/24 9:16 AM,Product 4,Category53,728
202,PLAT-12314,12314,PLAT,Low,Agent21,Analist27,25/06/24 5:35 PM,25/06/24 5:35 PM,27/06/24 5:19 PM,Product 4,Category15,215
203,PLAT-75057,75057,PLAT,Medium,Agent46,Analist5,25/06/24 5:32 PM,25/06/24 5:32 PM,26/06/24 8:16 AM,Product 4,Category3,56
204,SITE-32132,32132,SITE,Low,Agent21,Analist10,25/06/24 5:25 PM,25/06/24 5:25 PM,26/06/24 11:16 AM,Product 4,Category39,1528
205,PLAT-65930,65930,PLAT,Low,Agent2,Analist14,27/06/24 3:37 PM,25/06/24 5:23 PM,27/06/24 4:50 PM,Product 4,Category43,934
206,PLAT-87384,87384,PLAT,Low,Agent47,Analist3,25/06/24 5:16 PM,25/06/24 5:16 PM,27/06/24 11:29 AM,Product 4,Category7,25
207,PLAT-06776,06776,PLAT,High,Agent0,Analist5,25/06/24 5:22 PM,25/06/24 5:15 PM,26/06/24 12:24 PM,Product 4,Category0,1993
208,PLAT-35823,35823,PLAT,Low,Agent14,Analist3,25/06/24 5:14 PM,25/06/24 5:14 PM,26/06/24 7:24 AM,Product 4,Category5,1059
209,PLAT-15688,15688,PLAT,Low,Agent21,Analist14,25/06/24 5:14 PM,25/06/24 5:14 PM,26/06/24 11:14 AM,Product 4,Category15,1587
210,PLAT-95757,95757,PLAT,Low,Agent29,Analist3,25/06/24 5:11 PM,25/06/24 5:11 PM,25/06/24 5:15 PM,Product 4,Category39,177
211,ROUT-23371,23371,ROUT,Medium,Agent15,Analist5,25/06/24 5:10 PM,25/06/24 5:10 PM,27/06/24 10:16 AM,Product 4,Category4,2030
212,PLAT-09901,09901,PLAT,Lowest,Agent37,Analist3,25/06/24 5:07 PM,25/06/24 5:07 PM,25/06/24 5:12 PM,Product 4,Category3,761
213,PLAT-42785,42785,PLAT,Low,Agent13,Analist9,26/06/24 9:11 AM,25/06/24 5:07 PM,26/06/24 5:21 PM,Product 4,Category3,1979
214,PLAT-88183,88183,PLAT,Low,Agent48,Analist27,26/06/24 5:39 PM,25/06/24 4:58 PM,28/06/24 9:30 AM,Product 4,Category54,1559
215,PLAT-23339,23339,PLAT,Low,Agent37,Analist2,25/06/24 4:55 PM,25/06/24 4:55 PM,26/06/24 8:29 AM,Product 4,Category5,593
216,PLAT-09675,09675,PLAT,Low,Agent15,Analist1,25/06/24 4:45 PM,25/06/24 4:43 PM,26/06/24 2:07 PM,Product 4,Category0,177
217,ROUT-48627,48627,ROUT,Low,Agent10,Analist6,26/06/24 4:27 PM,25/06/24 4:39 PM,27/06/24 8:32 AM,Product 4,Category8,872
218,BASE-26064,26064,BASE,Low,Agent16,Analist28,25/06/24 5:48 PM,25/06/24 4:37 PM,27/06/24 6:09 PM,Product 4,Category42,536
219,PLAT-28502,28502,PLAT,Low,Agent40,Analist3,25/06/24 4:34 PM,25/06/24 4:34 PM,25/06/24 4:34 PM,Product 4,Category37,2152
220,ROUT-76780,76780,ROUT,Low,Agent21,Analist3,25/06/24 4:32 PM,25/06/24 4:32 PM,26/06/24 11:41 AM,Product 4,Category29,1184
221,PLAT-31642,31642,PLAT,Low,Agent14,Analist5,25/06/24 4:48 PM,25/06/24 4:30 PM,26/06/24 8:14 AM,Product 4,Category15,146
222,PLAT-46153,46153,PLAT,Low,Agent40,Analist6,26/06/24 8:07 AM,25/06/24 4:29 PM,26/06/24 9:01 AM,Product 4,Category5,1829
223,ROUT-10530,10530,ROUT,Low,Agent37,Analist3,25/06/24 4:29 PM,25/06/24 4:29 PM,26/06/24 10:51 AM,Product 4,Category4,907
224,PLAT-28251,28251,PLAT,Low,Agent48,Analist3,25/06/24 4:16 PM,25/06/24 4:16 PM,25/06/24 4:22 PM,Product 4,Category6,178
225,BASE-47127,47127,BASE,Low,Agent24,Analist11,26/06/24 9:31 AM,25/06/24 4:14 PM,26/06/24 10:27 AM,Product 4,Category12,2041
226,CONN-0055,0055,CONN,Medium,Agent49,Analist22,25/06/24 4:09 PM,25/06/24 4:09 PM,26/06/24 10:29 AM,Product 4,Category55,1287
227,NET-80482,80482,NET,Medium,Agent2,Analist17,25/06/24 4:05 PM,25/06/24 4:05 PM,25/06/24 5:08 PM,Product 4,Category23,1794
228,PLAT-57291,57291,PLAT,Low,Agent40,Analist3,25/06/24 4:03 PM,25/06/24 4:03 PM,26/06/24 8:08 AM,Product 4,Category56,1185
229,PLAT-16082,16082,PLAT,Low,Agent15,Analist29,26/06/24 9:48 AM,25/06/24 3:49 PM,28/06/24 8:20 AM,Product 4,Category3,406
230,PLAT-86021,86021,PLAT,Low,Agent40,Analist9,26/06/24 8:59 AM,25/06/24 3:44 PM,28/06/24 1:14 AM,Product 4,Category20,1066
231,ROUT-40559,40559,ROUT,Highest,Agent47,Analist7,25/06/24 3:43 PM,25/06/24 3:43 PM,27/06/24 4:02 PM,Product 4,Category13,2110
232,PLAT-13852,13852,PLAT,Medium,Agent30,Analist14,25/06/24 3:38 PM,25/06/24 3:38 PM,25/06/24 5:10 PM,Product 4,Category7,967
233,CONN-8112,8112,CONN,High,Agent11,Analist22,25/06/24 3:37 PM,25/06/24 3:37 PM,28/06/24 9:12 AM,Product 4,Category10,2171
234,PLAT-28104,28104,PLAT,Low,Agent13,Analist9,25/06/24 3:45 PM,25/06/24 3:32 PM,25/06/24 4:45 PM,Product 4,Category7,2180
235,SITE-43457,43457,SITE,Low,Agent14,Analist3,25/06/24 3:32 PM,25/06/24 3:32 PM,25/06/24 6:28 PM,Product 4,Category3,889
236,PLAT-57405,57405,PLAT,Low,Agent48,Analist9,25/06/24 3:41 PM,25/06/24 3:31 PM,26/06/24 5:17 PM,Product 4,Category14,1499
237,NET-56911,56911,NET,Medium,Agent2,Analist8,25/06/24 3:28 PM,25/06/24 3:28 PM,25/06/24 5:58 PM,Product 4,Category23,140
238,CONN-7382,7382,CONN,Medium,Agent11,Analist3,25/06/24 3:26 PM,25/06/24 3:26 PM,27/06/24 9:59 AM,Product 4,Category10,2242
239,PLAT-24765,24765,PLAT,Low,Agent12,Analist6,25/06/24 3:19 PM,25/06/24 3:19 PM,27/06/24 7:45 AM,Product 4,Category5,564
240,DATA-20224,20224,DATA,Low,Agent41,Analist3,25/06/24 3:18 PM,25/06/24 3:18 PM,26/06/24 9:41 AM,Product 4,Category12,62
241,ROUT-67847,67847,ROUT,Low,Agent6,Analist4,26/06/24 12:38 PM,25/06/24 3:01 PM,26/06/24 3:04 PM,Product 4,Category32,2284
242,ROUT-87212,87212,ROUT,Low,Agent47,Analist3,25/06/24 2:58 PM,25/06/24 2:58 PM,27/06/24 11:27 AM,Product 4,Category13,1712
243,BASE-86125,86125,BASE,Medium,Agent50,Analist3,25/06/24 2:52 PM,25/06/24 2:52 PM,25/06/24 2:56 PM,Product 4,Category57,965
244,PLAT-58366,58366,PLAT,Low,Agent23,Analist5,25/06/24 3:01 PM,25/06/24 2:49 PM,25/06/24 5:31 PM,Product 4,Category54,1996
245,CONN-2450,2450,CONN,Medium,Agent2,Analist3,25/06/24 2:49 PM,25/06/24 2:49 PM,25/06/24 2:57 PM,Product 4,Category10,858
246,PLAT-36140,36140,PLAT,Low,Agent48,Analist29,25/06/24 2:57 PM,25/06/24 2:40 PM,26/06/24 5:35 PM,Product 4,Category20,1243
247,DATA-47709,47709,DATA,Medium,Agent40,Analist14,25/06/24 2:39 PM,25/06/24 2:39 PM,25/06/24 3:01 PM,Product 4,Category22,97
248,PLAT-61365,61365,PLAT,Low,Agent2,Analist0,25/06/24 2:34 PM,25/06/24 2:34 PM,25/06/24 5:35 PM,Product 4,Category33,762
249,ROUT-64066,64066,ROUT,Low,Agent41,Analist18,25/06/24 2:21 PM,25/06/24 2:21 PM,27/06/24 12:21 PM,Product 4,Category16,80
250,PLAT-84734,84734,PLAT,Lowest,Agent2,Analist3,25/06/24 1:44 PM,25/06/24 1:44 PM,25/06/24 5:59 PM,Product 4,Category3,961
251,SITE-63975,63975,SITE,Medium,Agent11,Analist3,26/06/24 11:51 AM,25/06/24 1:31 PM,26/06/24 2:09 PM,Product 4,Category3,285
252,ROUT-14492,14492,ROUT,Low,Agent13,Analist3,25/06/24 1:10 PM,25/06/24 1:10 PM,26/06/24 10:22 AM,Product 4,Category40,937
253,DATA-21605,21605,DATA,Medium,Agent25,Analist3,25/06/24 2:42 PM,25/06/24 12:57 PM,26/06/24 11:04 AM,Product 4,Category0,366
254,ROUT-62808,62808,ROUT,Low,Agent2,Analist30,25/06/24 12:25 PM,25/06/24 12:25 PM,25/06/24 5:02 PM,Product 4,Category0,654
255,PLAT-78325,78325,PLAT,Medium,Agent51,Analist25,25/06/24 12:18 PM,25/06/24 12:18 PM,26/06/24 10:39 AM,Product 4,Category58,892
256,PLAT-40608,40608,PLAT,Medium,Agent5,Analist8,26/06/24 4:13 PM,25/06/24 12:17 PM,26/06/24 4:49 PM,Product 4,Category5,1948
257,ROUT-46411,46411,ROUT,Low,Agent10,Analist9,25/06/24 12:08 PM,25/06/24 12:08 PM,27/06/24 3:45 PM,Product 4,Category17,260
258,NET-38797,38797,NET,Medium,Agent11,Analist17,25/06/24 12:00 PM,25/06/24 12:00 PM,26/06/24 9:48 AM,Product 4,Category23,2294
259,SITE-54915,54915,SITE,Low,Agent24,Analist10,25/06/24 11:51 AM,25/06/24 11:51 AM,25/06/24 4:51 PM,Product 4,Category6,484
260,PLAT-33128,33128,PLAT,Low,Agent6,Analist9,25/06/24 4:23 PM,25/06/24 11:50 AM,26/06/24 12:09 PM,Product 4,Category7,73
261,PLAT-62614,62614,PLAT,Low,Agent41,Analist31,25/06/24 11:33 AM,25/06/24 11:33 AM,26/06/24 4:34 PM,Product 4,Category29,1875
262,NET-38908,38908,NET,High,Agent22,Analist20,25/06/24 11:18 AM,25/06/24 11:18 AM,27/06/24 2:56 PM,Product 4,Category10,805
263,ROUT-37775,37775,ROUT,Low,Agent2,Analist3,26/06/24 8:10 AM,25/06/24 10:46 AM,26/06/24 12:29 PM,Product 4,Category35,830
264,ROUT-42509,42509,ROUT,Low,Agent6,Analist3,25/06/24 12:03 PM,25/06/24 10:14 AM,26/06/24 6:12 PM,Product 4,Category14,126
265,PLAT-94777,94777,PLAT,Low,Agent15,Analist9,25/06/24 10:13 AM,25/06/24 10:13 AM,27/06/24 12:54 PM,Product 4,Category2,554
266,ROUT-73002,73002,ROUT,Highest,Agent52,Analist30,25/06/24 10:12 AM,25/06/24 10:12 AM,26/06/24 9:08 AM,Product 4,Category13,1669
267,CONN-4987,4987,CONN,Medium,Agent22,Analist3,25/06/24 10:12 AM,25/06/24 10:12 AM,26/06/24 3:42 PM,Product 4,Category34,827
268,PLAT-49300,49300,PLAT,Low,Agent13,Analist3,25/06/24 10:08 AM,25/06/24 10:08 AM,25/06/24 4:38 PM,Product 4,Category5,711
269,BASE-03254,03254,BASE,Medium,Agent50,Analist32,25/06/24 10:06 AM,25/06/24 10:06 AM,25/06/24 4:00 PM,Product 4,Category57,330
270,BASE-73930,73930,BASE,Medium,Agent11,Analist33,25/06/24 10:02 AM,25/06/24 10:02 AM,27/06/24 5:44 PM,Product 4,Category10,1560
271,NET-60121,60121,NET,Medium,Agent49,Analist16,25/06/24 9:50 AM,25/06/24 9:50 AM,28/06/24 8:28 AM,Product 4,Category55,2289
272,PLAT-87823,87823,PLAT,Low,Agent24,Analist14,25/06/24 9:49 AM,25/06/24 9:49 AM,25/06/24 11:06 PM,Product 4,Category12,904
273,PLAT-93360,93360,PLAT,Low,Agent28,Analist34,25/06/24 9:34 AM,25/06/24 9:34 AM,27/06/24 6:55 PM,Product 4,Category59,2220
274,BASE-78084,78084,BASE,Medium,Agent27,Analist33,25/06/24 9:13 AM,25/06/24 9:13 AM,26/06/24 5:29 PM,Product 4,Category10,1652
275,PLAT-68597,68597,PLAT,Medium,Agent24,Analist35,25/06/24 9:43 AM,25/06/24 9:03 AM,26/06/24 4:21 PM,Product 4,Category60,1605
276,PLAT-20658,20658,PLAT,Low,Agent48,Analist5,25/06/24 2:27 PM,25/06/24 8:45 AM,25/06/24 4:24 PM,Product 4,Category14,1886
277,PLAT-46474,46474,PLAT,Medium,Agent45,Analist36,25/06/24 6:43 AM,25/06/24 6:43 AM,26/06/24 5:47 AM,Product 4,Category3,1936
278,PLAT-86866,86866,PLAT,Medium,Agent45,Analist3,25/06/24 6:31 AM,25/06/24 6:31 AM,25/06/24 8:29 AM,Product 4,Category60,2313
279,ROUT-29444,29444,ROUT,Low,Agent45,Analist36,25/06/24 5:37 AM,25/06/24 5:37 AM,25/06/24 7:33 AM,Product 4,Category0,1121
280,ROUT-41055,41055,ROUT,Low,Agent53,Analist12,25/06/24 9:32 AM,25/06/24 12:57 AM,25/06/24 10:43 AM,Product 4,Category34,121
281,ROUT-86755,86755,ROUT,Low,Agent23,Analist12,24/06/24 10:56 PM,24/06/24 10:56 PM,25/06/24 9:41 AM,Product 4,Category4,849
282,PLAT-18001,18001,PLAT,Low,Agent35,Analist8,24/06/24 10:54 PM,24/06/24 10:54 PM,25/06/24 7:07 PM,Product 4,Category11,1625
283,NET-88543,88543,NET,Low,Agent3,Analist17,24/06/24 10:47 PM,24/06/24 10:47 PM,26/06/24 6:13 AM,Product 4,Category23,2202
284,PLAT-19929,19929,PLAT,Low,Agent0,Analist3,24/06/24 10:46 PM,24/06/24 10:46 PM,25/06/24 2:06 PM,Product 4,Category26,596
285,PLAT-99643,99643,PLAT,Low,Agent17,Analist8,25/06/24 4:52 PM,24/06/24 10:07 PM,27/06/24 4:45 PM,Product 4,Category5,2291
286,PLAT-82606,82606,PLAT,Low,Agent23,Analist11,25/06/24 9:40 AM,24/06/24 7:52 PM,25/06/24 3:06 PM,Product 4,Category9,1702
287,ROUT-89442,89442,ROUT,High,Agent1,Analist5,25/06/24 11:03 AM,24/06/24 7:21 PM,25/06/24 3:10 PM,Product 4,Category61,935
288,PLAT-23440,23440,PLAT,Low,Agent4,Analist14,24/06/24 6:31 PM,24/06/24 6:23 PM,25/06/24 10:48 AM,Product 4,Category7,885
289,PLAT-17246,17246,PLAT,Low,Agent48,Analist3,24/06/24 6:23 PM,24/06/24 6:23 PM,24/06/24 6:30 PM,Product 4,Category28,938
290,ROUT-49167,49167,ROUT,Low,Agent6,Analist3,24/06/24 6:19 PM,24/06/24 6:19 PM,26/06/24 8:56 AM,Product 4,Category19,943
291,PLAT-98757,98757,PLAT,Medium,Agent46,Analist11,24/06/24 6:19 PM,24/06/24 6:19 PM,25/06/24 5:15 PM,Product 4,Category3,106
292,PLAT-38593,38593,PLAT,Low,Agent48,Analist14,27/06/24 10:27 AM,24/06/24 5:59 PM,27/06/24 2:33 PM,Product 4,Category45,2099
293,PLAT-48096,48096,PLAT,Low,Agent18,Analist9,24/06/24 6:19 PM,24/06/24 5:56 PM,25/06/24 8:43 AM,Product 4,Category62,2312
294,ROUT-75848,75848,ROUT,Medium,Agent25,Analist3,24/06/24 5:51 PM,24/06/24 5:51 PM,26/06/24 5:32 AM,Product 4,Category0,1177
295,ROUT-28027,28027,ROUT,Low,Agent14,Analist0,24/06/24 6:06 PM,24/06/24 5:47 PM,26/06/24 4:51 PM,Product 4,Category14,685
296,NET-46242,46242,NET,Low,Agent36,Analist17,24/06/24 5:41 PM,24/06/24 5:41 PM,25/06/24 2:30 PM,Product 4,Category23,2046
297,ROUT-30829,30829,ROUT,Low,Agent21,Analist1,24/06/24 5:33 PM,24/06/24 5:33 PM,25/06/24 2:05 PM,Product 4,Category29,253
298,ROUT-44064,44064,ROUT,Low,Agent13,Analist0,24/06/24 5:31 PM,24/06/24 5:31 PM,26/06/24 4:42 PM,Product 4,Category29,1328
299,PLAT-46616,46616,PLAT,Low,Agent31,Analist11,24/06/24 5:31 PM,24/06/24 5:22 PM,25/06/24 9:03 AM,Product 4,Category17,586
300,PLAT-60197,60197,PLAT,Low,Agent7,Analist1,26/06/24 4:10 PM,24/06/24 5:21 PM,26/06/24 5:17 PM,Product 4,Category42,1715
301,SITE-79911,79911,SITE,Low,Agent21,Analist10,24/06/24 5:21 PM,24/06/24 5:21 PM,26/06/24 11:12 AM,Product 4,Category19,1144
302,PLAT-20722,20722,PLAT,Low,Agent13,Analist5,24/06/24 5:21 PM,24/06/24 5:21 PM,25/06/24 3:33 PM,Product 4,Category3,831
303,ROUT-78104,78104,ROUT,Low,Agent37,Analist1,24/06/24 5:18 PM,24/06/24 5:18 PM,25/06/24 4:25 PM,Product 4,Category19,44
304,PLAT-14709,14709,PLAT,Medium,Agent8,Analist0,28/06/24 9:56 AM,24/06/24 5:16 PM,28/06/24 10:01 AM,Product 4,Category5,915
305,PLAT-50686,50686,PLAT,Low,Agent31,Analist2,24/06/24 5:33 PM,24/06/24 5:16 PM,25/06/24 7:19 AM,Product 4,Category5,652
306,PLAT-28078,28078,PLAT,Low,Agent48,Analist5,24/06/24 5:52 PM,24/06/24 5:00 PM,25/06/24 3:33 PM,Product 4,Category7,580
307,ROUT-52238,52238,ROUT,Low,Agent6,Analist5,25/06/24 9:48 AM,24/06/24 4:59 PM,27/06/24 4:43 PM,Product 4,Category13,432
308,ROUT-79235,79235,ROUT,Low,Agent14,Analist5,25/06/24 11:30 AM,24/06/24 4:52 PM,27/06/24 2:58 PM,Product 4,Category14,1826
309,NET-86991,86991,NET,Medium,Agent30,Analist17,25/06/24 10:12 AM,24/06/24 4:49 PM,26/06/24 4:23 PM,Product 4,Category8,1397
310,ROUT-31929,31929,ROUT,Low,Agent36,Analist12,24/06/24 4:49 PM,24/06/24 4:49 PM,26/06/24 5:04 PM,Product 4,Category9,1591
311,PLAT-92497,92497,PLAT,Low,Agent2,Analist7,24/06/24 4:47 PM,24/06/24 4:47 PM,24/06/24 5:20 PM,Product 4,Category31,717
312,ROUT-12919,12919,ROUT,Medium,Agent16,Analist18,24/06/24 5:00 PM,24/06/24 4:44 PM,28/06/24 9:34 AM,Product 4,Category16,1715
313,ROUT-18407,18407,ROUT,Low,Agent29,Analist3,24/06/24 4:46 PM,24/06/24 4:41 PM,25/06/24 12:32 PM,Product 4,Category5,47
314,PLAT-42684,42684,PLAT,Medium,Agent5,Analist3,24/06/24 4:40 PM,24/06/24 4:40 PM,27/06/24 9:10 AM,Product 4,Category5,1510
315,PLAT-01568,01568,PLAT,Low,Agent40,Analist3,24/06/24 4:39 PM,24/06/24 4:39 PM,25/06/24 8:10 AM,Product 4,Category7,741
316,PLAT-58592,58592,PLAT,Low,Agent3,Analist0,26/06/24 3:40 PM,24/06/24 4:29 PM,27/06/24 2:49 PM,Product 4,Category1,548
317,ROUT-29912,29912,ROUT,Low,Agent14,Analist18,24/06/24 4:40 PM,24/06/24 4:26 PM,27/06/24 4:35 PM,Product 4,Category32,1338
318,ROUT-81540,81540,ROUT,Low,Agent19,Analist9,25/06/24 1:58 PM,24/06/24 4:24 PM,26/06/24 8:12 AM,Product 4,Category16,1002
319,PLAT-81168,81168,PLAT,Low,Agent6,Analist11,25/06/24 9:27 AM,24/06/24 4:17 PM,26/06/24 12:07 PM,Product 4,Category22,156
320,ROUT-49072,49072,ROUT,Medium,Agent48,Analist18,25/06/24 3:06 PM,24/06/24 4:17 PM,28/06/24 9:43 AM,Product 4,Category16,219
321,PLAT-93671,93671,PLAT,Low,Agent14,Analist2,26/06/24 10:18 AM,24/06/24 4:10 PM,26/06/24 3:14 PM,Product 4,Category5,121
322,SITE-53696,53696,SITE,Low,Agent16,Analist3,24/06/24 4:09 PM,24/06/24 4:09 PM,24/06/24 4:55 PM,Product 4,Category3,2171
323,ROUT-25819,25819,ROUT,High,Agent19,Analist18,24/06/24 4:02 PM,24/06/24 4:02 PM,28/06/24 9:08 AM,Product 4,Category0,497
324,PLAT-25002,25002,PLAT,Low,Agent48,Analist5,24/06/24 4:13 PM,24/06/24 3:53 PM,25/06/24 4:04 PM,Product 4,Category14,1544
325,SITE-66420,66420,SITE,Low,Agent3,Analist10,24/06/24 3:49 PM,24/06/24 3:49 PM,25/06/24 1:15 PM,Product 4,Category9,412
326,PLAT-67865,67865,PLAT,Low,Agent14,Analist5,24/06/24 4:02 PM,24/06/24 3:48 PM,25/06/24 2:12 PM,Product 4,Category0,1443
327,ROUT-68521,68521,ROUT,Low,Agent15,Analist12,24/06/24 3:42 PM,24/06/24 3:42 PM,25/06/24 8:08 AM,Product 4,Category13,947
328,ROUT-50034,50034,ROUT,Low,Agent21,Analist3,24/06/24 3:42 PM,24/06/24 3:42 PM,25/06/24 6:10 PM,Product 4,Category19,603
329,SITE-35658,35658,SITE,Medium,Agent46,Analist10,25/06/24 1:54 PM,24/06/24 3:26 PM,25/06/24 6:10 PM,Product 4,Category3,292
330,PLAT-76587,76587,PLAT,Low,Agent9,Analist11,24/06/24 3:10 PM,24/06/24 3:10 PM,24/06/24 3:52 PM,Product 4,Category7,992
331,PLAT-85626,85626,PLAT,Low,Agent16,Analist9,27/06/24 8:21 AM,24/06/24 3:00 PM,27/06/24 10:57 AM,Product 4,Category5,1077
332,PLAT-37730,37730,PLAT,Low,Agent40,Analist5,24/06/24 2:44 PM,24/06/24 2:44 PM,24/06/24 3:26 PM,Product 4,Category28,1938
333,SITE-39452,39452,SITE,Low,Agent36,Analist10,24/06/24 2:41 PM,24/06/24 2:41 PM,24/06/24 3:46 PM,Product 4,Category16,609
334,ROUT-54071,54071,ROUT,Medium,Agent16,Analist1,24/06/24 2:36 PM,24/06/24 2:36 PM,26/06/24 9:10 AM,Product 4,Category0,1634
335,PLAT-52389,52389,PLAT,Low,Agent15,Analist2,25/06/24 8:23 AM,24/06/24 2:36 PM,25/06/24 11:19 AM,Product 4,Category5,624
336,PLAT-48096,48096,PLAT,Low,Agent15,Analist2,24/06/24 2:24 PM,24/06/24 2:24 PM,24/06/24 2:56 PM,Product 4,Category3,480
337,PLAT-01398,01398,PLAT,Low,Agent29,Analist9,24/06/24 2:43 PM,24/06/24 2:20 PM,25/06/24 9:55 AM,Product 4,Category36,417
338,SITE-11938,11938,SITE,Low,Agent6,Analist8,25/06/24 9:15 AM,24/06/24 2:04 PM,27/06/24 2:55 PM,Product 4,Category13,499
339,PLAT-66397,66397,PLAT,Low,Agent6,Analist8,25/06/24 9:05 AM,24/06/24 2:02 PM,27/06/24 1:38 PM,Product 4,Category5,2100
